"UNIT CODE","UNIT NAME","ORGAN CODE","ORGAN NAME","SUPERIOR ORGAN CODE","SUPERIOR ORGAN NAME"
135042,EMBRAPA UEP RECIFE/RECIFE/PE                 ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135043,MO/MATO GROSSO                               ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135046,EMBRAPA/SGE/GFC/EFI                          ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135047,EMBRAPA/UEP DE PARNAIBA                      ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135048,EMBRAPA AGROINDUSTRIA TROPICAL/FORTALEZA/CE  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135049,EMBRAPA AMAZONIA OCIDENTAL/MANAUS/AM         ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135050,EMBRAPA TERRITORIAL/CAMPINAS/SP              ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135051,EMBRAPA/GPR                                  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135052,EMBRAPA/AUD                                  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135053,EMBRAPA/SGE/GJC                              ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135054,EMBRAPA/SGE/GCI                              ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135055,EMBRAPA/DEPD                                 ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135056,EMBRAPA/SGE/GGP                              ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135057,EMBRAPA/SGE/GTI                              ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135059,EMBRAPA/DEGI                                 ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135060,EMBRAPA/SPD                                  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135061,EMBRAPA/SDI                                  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135062,EMBRAPA/SIN                                  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135063,EMBRAPA/SPSB - GR SUL                        ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135064,EMBRAPA/SNT-EN CAPÃO DO LEÃO                 ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135065,EMBRAPA/SNT-EN PASSO FUNDO                   ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135066,EMBRAPA/SNT-EN CANOINHAS                     ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135067,EMBRAPA/SPSB - GL PONTA GROSSA               ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135068,EMBRAPA/SNT-EN LONDRINA                      ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
120442,DESTACAMENTO DE PROTECAO AO VOO - MACEIO     ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120443,DESTACAMENTO DE PROTECAO AO VOO - MANAUS     ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120444,DESTACAMENTO DE PROTECAO AO VOO - NATAL      ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120445,DESTACAMENTO DE PROTECAO AO VOO - OIAPOQUE   ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120446,DESTACAMENTO DE PROTECAO AO VOO - PARANAGUA  ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120447,DESTACAMENTO DE PROTECAO AO VOO -PORTO ALEGRE,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120448,DESTACAMENTO DE PROTECAO AO VOO - PORTO VELHO,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120449,DESTACAMENTO DE PROTECAO AO VOO - RECIFE     ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120450,DESTACAMENTO DE PROTECAO AO VOO - RIO BRANCO ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120451,DESTACAMENTO DE PROTECAO AO VOO - SALVADOR   ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120452,DESTACAMENTO DE PROTECAO AO VOO - SANTA CRUZ ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120453,DESTACAMENTO DE PROTECAO AO VOO - SANTA MARIA,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120454,DESTACAMENTO DE PROTECAO AO VOO - SANTOS     ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120455,DEST. DE PROTECAO AO VOO-SAO JOSE DOS CAMPOS ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120456,DESTACAMENTO DE PROTECAO AO VOO - SAO LUIS   ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120457,DESTACAMENTO DE PROTECAO AO VOO - SAO PAULO  ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120458,DESTACAMENTO DE PROTECAO AO VOO - TABATINGA  ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120459,DESTACAMENTO DE PROTECAO AO VOO - URUGUAIANA ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120460,GRUPO ESPECIAL DE INSPECAO EM VOO            ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120461,PRIMEIRO DO 1. GRUPO DE COM. E CONTROLE      ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120462,PRIMEIO GRUPO DE COMUNICACAO E CONTROLE      ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120463,QUARTO DO PRIMEIRO GRUPO DE COMUN. E CONTROLE,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120464,QUINTO DO 1. GRUPO DE COMUNIC. E CONTROLE    ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120465,SEGUNDO DO 1. GRUPO DE COMUNICACAO E CONTROLE,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120466,TERCEIRO DO 1. GRUPO DE COMUNIC. E CONTROLE  ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120467,DESTACAMENTO DE PROTECAO AO VOO-PIRASSUNUNGA ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120468,DESTACAMENTO DE PROTECAO AO VOO-AFONSOS      ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120469,DESTACAMENTO DE PROTECAO AO VOO E TELEMATICA ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120470,DESTACAMENTO DE PROTECAO AO VOO-OIAPOQUE     ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120471,DESTACAMENTO DE PROTECAO AO VOO - TIRIOS     ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120472,DESTACAMENTO DE PROTECAO AO VOO -12          ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
135069,EMBRAPA/SPSB - GR CENTRO                     ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135070,EMBRAPA/SNT-EN DOURADOS                      ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135071,EMBRAPA/SNT-EN GOIÂNIA                       ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135072,EMBRAPA/SNT-UP BRASÍLIA                      ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135073,EMBRAPA/SNT-EN SETE LAGOAS                   ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135074,EMBRAPA/SNT-EN RONDONÓPOLIS                  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135075,EMBRAPA/SPSB - GL IPANEMA                    ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135076,EMBRAPA/SPSB - GR NORTE/NORDESTE             ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135077,EMBRAPA/SPSB - GL PETROLINA                  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135078,EMBRAPA/SNT-EN IMPERATRIZ                    ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135079,EMBRAPA/SPSB - ESCRITORIO DE VENDAS BELEM    ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135081,EMBRAPA/SCT                                  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135082,EMBRAPA COCAIS/SÃO LUIS/MA                   ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135083,EMBRAPA/SSE                                  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135084,EMBRAPA/ACI                                  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135085,EMBRAPA/SPE                                  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135086,EMBRAPA/CCE                                  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135087,EMBRAPA/SNT-EN CAMPINA GRANDE                ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135088,EMBRAPA/DOD                                  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135089,EMBRAPA/ASP                                  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135090,EMBRAPA/SPSB - GE MUDAS                      ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135091,EMBRAPA/GESTAO TERRITORIAL                   ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135092,EMBRAPA/OUV                                  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135093,EMBRAPA/SNT-EN AMAZÔNIA                      ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135094,EMBRAPA/SPSB-GE PARNAIBA                     ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135095,EMBRAPA/SGE                                  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135096,EMBRAPA/SNT-EN TRIANGULO MINEIRO             ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135097,EMBRAPA CAFÉ/BRASILIA/DF                     ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
135098,CAIXA ECONOMICA FEDERAL/MA                   ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135099,EMBRAPA/FUMIN/DF                             ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
120473,DESTACAMENTO DE PROTECAO AO VOO - 75         ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120474,DESTACAMENTO DE PROTECAO AO VOO -71          ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120475,DESTACAMENTO DE PROTECAO AO VOO-72           ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120476,DESTACAMENTO DE PROTECAO AO VOO-73           ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120477,DESTACAMENTO DE PROTECAO AO VOO -74          ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120478,DESTACAMENTO DE AERONAUTICA DE CARAVELAS     ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120479,DESTACAMENTO DE AERON. DE FERNANDO DE NORONHA,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120480,DESTACAMENTO DE PROTECAO AO VOO - BACACHERI  ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120481,DESTAC. DE CONT. DO ESPACO AEREO-PORT.SEGURO ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120482,DEST. DE CONT.DO ESP.AEREO-FER.DE NORONHA    ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120483,DESTAC. DE CONTROLE DO ESP.AEREO-IMPERATRIZ  ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120484,DESTAC.DE CONT.DO ESP.AEREO-SAO FELIX DO XING,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120485,DEST.DE CONT.DO ESP.AEREO-CONC. DO ARAGUAIA  ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120486,DEST. DE CONTROLE DO ESPACO AERO - MACAPA    ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120487,DEST. DE CONT. DO ESPACO AEREO-SANTAREM      ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120488,DEST. DE CONT.DO ESP.AEREO SAO FELIX/ARAGUAIA,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120489,DEST.DE CONT.DO ESPACO AEREO-SINOP           ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120490,DEST.DE CONT.DO ESPACO AEREO-PORTO ESPERIDIAO,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120491,DEST.E CONT.DO ESPACO AEREO-TEFE             ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120492,DEST.DE CONT.DO ESPACO AEREO-VILHENA         ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120493,DEST.DE CONT.DO ESPACO AEREO-EIRUNEP         ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120494,DEST. DE CONT. DO ESPACO AEREO-CRUZEIO DO SUL,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120495,UNIDADE DE PROTECAO AO VOO DE NANUQUE        ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120496,UNIDADE DE PROTECAO AO VOO DE BARROS FILHO   ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120497,TERCEIRO DO TERCEIRO GRUPO DE AVIACAO        ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120498,GRUPO DE INSTRUCAO TATICA E ESPECIALIZADA    ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120500,PREFEITURA DE AERONAUTICA DE ANAPOLIS        ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120501,PREFEITURA DE AERONAUTICA DE ALCANTARA       ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120502,PREFEITURA DE AERONAUTICA DE PIRASSUNUNGA    ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120503,PREFEITURA DE AERONAUTICA DE BARBACENA       ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120504,PREFEITURA DE AERONAUTICA DE BELO HORIZONTE  ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
110008,MINISTÉRIO DA PESCA E AQUICULTURA            ,38000,MINISTERIO DO TRABALHO E EMPREGO             ,38000,MINISTERIO DO TRABALHO E EMPREGO             
110052,RADIOBRAS - EMP.BRASILEIRA DE COMUNICACAO S/A,30201,RADIOBRAS - EMP.BRASILEIRA DE COMUNICACAO S/A,20000,PRESIDENCIA DA REPUBLICA                     
120123,COMANDO DE TRANSPORTE AEREO                  ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
124141,SUPERINTENDÊNCIA REG. DO CENTRO-LESTE/SRCE   ,20213,EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUÁRIA,20000,PRESIDENCIA DA REPUBLICA                     
125002,AEROPORTO DE BRASÍLIA/SBBR                   ,20213,EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUÁRIA,20000,PRESIDENCIA DA REPUBLICA                     
125007,CENTRO DE SUPORTE ADMINISTRATIVO DE BRASILIA ,20213,EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUÁRIA,20000,PRESIDENCIA DA REPUBLICA                     
125010,SUPERINTENDÊNCIA REG. DO RIO DE JANEIRO/SRRJ ,20213,EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUÁRIA,20000,PRESIDENCIA DA REPUBLICA                     
125011,AEROPORTO DE JACAREPAGUÁ/SBJR                ,20213,EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUÁRIA,20000,PRESIDENCIA DA REPUBLICA                     
125012,AEROPORTO DO RJ - SANTOS DUMONT/SBRJ         ,20213,EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUÁRIA,20000,PRESIDENCIA DA REPUBLICA                     
125013,AEROPORTO DO RIO DE JANEIRO - GALEãO/SBGL    ,20213,EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUÁRIA,20000,PRESIDENCIA DA REPUBLICA                     
125014,AEROPORTO DE CAMPOS/SBCP                     ,20213,EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUÁRIA,20000,PRESIDENCIA DA REPUBLICA                     
125020,AEROPORTO DE GOIÂNIA/SBGO                    ,20213,EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUÁRIA,20000,PRESIDENCIA DA REPUBLICA                     
125030,AEROPORTO DE CAMPO GRANDE - SBCG             ,20213,EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUÁRIA,20000,PRESIDENCIA DA REPUBLICA                     
125031,AEROPORTO DE CORUMBA - SBCR                  ,20213,EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUÁRIA,20000,PRESIDENCIA DA REPUBLICA                     
125032,AEROPORTO DE PONTA PORÃ - SBPP               ,20213,EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUÁRIA,20000,PRESIDENCIA DA REPUBLICA                     
125040,AEROPORTO DE CUIABÁ/SBCY                     ,20213,EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUÁRIA,20000,PRESIDENCIA DA REPUBLICA                     
125050,AEROPORTO DE CONFINS/SBCF                    ,20213,EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUÁRIA,20000,PRESIDENCIA DA REPUBLICA                     
125051,AEROPORTO DE BH - PAMPULHA / SBBH            ,20213,EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUÁRIA,20000,PRESIDENCIA DA REPUBLICA                     
135441,MO/ESPIRITO SANTO                            ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135442,MO/RIO GRANDE DO SUL                         ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135443,MO/SAO PAULO                                 ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135444,MO/TOCANTINS                                 ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135446,UA/ALTA FLORESTA                             ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135447,MO/CEARA                                     ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135448,MO/RIO GRANDE DO NORTE                       ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135449,UA/GOIANIA                                   ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135450,SUPERINT. DE PROG. INST. SOCIAIS E ABASTEC.  ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135452,GERENCIA DE DESENVOL. DE PESSOAS E DE QUALID.,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135454,SUPERINTENDENCIA DE OPERACOES                ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135455,GERENCIA DE FISCALIZ. DOS ESTOQUES GOVER.    ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135456,GERENCIA DE COMERCIALIZACAO                  ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135459,UA BELO HORIZONTE                            ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135460,UNIDADE ARMAZENADORA DE SAO LUIS             ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135462,UA/PARNAIBA                                  ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135463,UNID. MERC. OPCOES PIAUI                     ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135464,MO/PARAIBA                                   ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135465,UNIDADE ARMAZENADORA COLATINA                ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135466,UNIDADE DE COMERCIALIZACAO COLATINA          ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135467,SECRETARIA DE PLANEJAMENTO E AVALIACAO       ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135468,CORREGEDORIA GERAL                           ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135469,GERENCIA DE COMUNICACAO                      ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
